branch_ch,n_bcp,tt,ch_in_tt,module,type,iphi,ieta,high_over_low_gain_ratio,intercalib_factor
32,0,2,8,1,ecal,4,8,10.2,1
33,0,2,9,1,ecal,4,9,10.2,1
34,0,2,10,1,ecal,4,10,10.2,1
35,0,2,11,1,ecal,3,10,10.2,1
36,0,2,12,1,ecal,3,9,10.2,1
37,0,2,13,1,ecal,3,8,10.2,1
38,0,2,14,1,ecal,3,7,10.2,1
39,0,2,15,1,ecal,3,6,10.2,1
40,0,2,16,1,ecal,2,6,10.2,1
41,0,2,17,1,ecal,2,7,10.2,1
42,0,2,18,1,ecal,2,8,10.2,1
43,0,2,19,1,ecal,2,9,10.2,1
44,0,2,20,1,ecal,2,10,10.2,1
45,0,2,21,1,ecal,1,10,10.2,1
46,0,2,22,1,ecal,1,9,10.2,1
47,0,2,23,1,ecal,1,8,10.2,1
48,0,2,24,1,ecal,1,7,10.2,1
49,0,2,25,1,ecal,1,6,10.2,1
50,0,5,1,1,ecal,10,5,10.2,1
51,0,5,2,1,ecal,10,4,10.2,1
52,0,5,3,1,ecal,10,3,10.2,1
53,0,5,4,1,ecal,10,2,10.2,1
54,0,5,5,1,ecal,10,1,10.2,1
55,0,5,6,1,ecal,9,1,10.2,1
56,0,5,7,1,ecal,9,2,10.2,1
57,0,5,8,1,ecal,9,3,10.2,1
58,0,5,9,1,ecal,9,4,10.2,1
59,0,5,10,1,ecal,9,5,10.2,1
60,0,5,11,1,ecal,8,5,10.2,1
61,0,5,12,1,ecal,8,4,10.2,1
62,0,5,13,1,ecal,8,3,10.2,1
63,0,5,14,1,ecal,8,2,10.2,1
64,0,5,15,1,ecal,8,1,10.2,1
